UID,Treatment,ndvi_Kharif_target,dist_closest_lin,dist_closest_river,dist_closest_upstream_forest,elevation,slope,proximity_water,HSG_3,HSG_4,HSG_13,HSG_14,CEC,pH,OC,flow_accumulation,precip_targetyr_Kharif,frequency,lat,lon,geometry,check_dam,distance_to_canal,mean_stream_order
18362.0,0.0,0.2708245909589701,6794.652087154547,2188.1292840566334,0.0,193.6523097522874,2.920285116293366,6.876832844574781,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,557.6515270906718,0.0,24.381309873580552,84.83352674993218,POINT (84.83352674993218 24.381309873580552),0.0,0.0037248821529237354,1.7594832041343675
20717.0,0.0,0.2446254976199421,1285.976364345691,1906.470671609029,430.4549694191389,271.34721911994643,2.8802960875219656,5.152492668621702,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,2.0,453.8514503492332,0.0,24.29399362796413,84.62385996261867,POINT (84.62385996261867 24.29399362796413),0.0,0.1892033015589047,2.1729774467204632
2082.0,1.0,0.2991297456978746,1943.473189506374,1535.449860975824,9.572507720171052,511.67769995481245,2.824128721076009,2.30791788856305,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,1.0,496.3924000905143,4.0,22.98357131438241,82.82032415529056,POINT (82.82032415529056 22.98357131438241),0.0,0.17118158541818856,1.376907001044932
19375.0,0.0,0.1731045330054489,3178.162012674715,3476.734812923929,0.0,215.78493303571423,2.3847558980475045,91.82697947214076,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,74.0,463.1086165180375,0.0,24.38481330318862,84.7502529230943,POINT (84.7502529230943 24.38481330318862),0.0,0.03878439892532594,1.0
21314.0,0.0,0.2719841903016832,1150.3965152120002,1728.034830740157,184.92961899497988,228.31457914713104,1.9511219263941773,6.3753665689149575,0.0,0.0,1.0,0.0,14.0,6.599999904632568,0.9800000190734864,1.0,762.7929134277065,0.0,24.332531353652865,84.59691050409509,POINT (84.59691050409509 24.332531353652865),0.0,0.1994858342445316,3.0
20013.0,0.0,0.2196407412630769,1228.9677017474776,1699.1163229515437,214.87890282371404,228.6877651261442,2.0902495832482098,6.175953079178886,0.0,0.0,1.0,0.0,14.0,6.599999904632568,0.9800000190734864,2.0,517.9082020476119,0.0,24.33333983740857,84.59637151492461,POINT (84.59637151492461 24.33333983740857),0.0,0.19978900431892102,3.0
3485.0,1.0,0.2197378730979955,1034.3721706201864,1579.5318679101897,0.0,705.165802524797,4.1523468417826805,0.5865102639296188,0.0,1.0,0.0,0.0,8.0,4.900000095367432,0.9900000095367432,10.0,666.6402246067528,0.0,23.26209568438275,85.14910751685689,POINT (85.14910751685689 23.26209568438275),0.0,0.08337029253286833,1.1213511259382822
2799.0,1.0,0.1796434305361085,3870.8256114248416,69.43010955218503,218.1030199928857,641.3722734427703,2.01496561814861,16.65102639296188,1.0,0.0,0.0,0.0,8.0,4.900000095367432,0.9900000095367432,92.0,487.3951042347186,4.0,23.476034434724973,84.77318300254613,POINT (84.77318300254613 23.476034434724973),0.0,0.00510633381212936,3.7393749999999994
18136.0,0.0,0.1911933510551764,5811.576565066562,1720.470211205364,153.85088436453972,196.7792164304052,2.5254986491742475,3.4692082111436955,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,9.0,453.8514503492332,0.0,24.366757165977816,84.8254419123751,POINT (84.8254419123751 24.366757165977816),0.0,0.015075232149958257,1.7921836228287844
17535.0,0.0,0.2588448901041408,7134.315511653814,826.7282728804946,274.181412416438,191.5118874874429,2.242495135598876,43.612903225806456,1.0,0.0,0.0,0.0,6.0,6.300000190734863,0.5299999713897705,10.0,557.6515270906718,0.0,24.376728465631544,84.80199588345957,POINT (84.80199588345957 24.376728465631544),0.0,0.010444385700321862,1.5636758321273516
